run_id,is_synthetic,session,timestamp,elapsed_smoking_min,remaining_min,remaining_min_from_heat,remaining_min_from_weight,remaining_min_gated,start_weight_g,dht11_temp_c,dht11_humidity_pct,oven_temp_c,mq6_adc,mq6_ratio,weight_g,weight_corrected_g,weight_smooth_g,weight_loss_from_start_g,moisture_removed_frac,target_loss_frac,weight_progress_frac,drying_rate_g_per_min,oven_deg_h,target_oven_deg_h,heat_progress_frac,target_hours
catfish_3342g,0,catfish_main,2026-08-31 11:48:15.000000,1.5833333333333333,27.25,126.52473958333337,7310.0,7310.0,3342.3,30.5,53.2,69.0,709.0,17.36,3305.5,3387.5,3388.2,-45.19999999999982,-0.01352362145827718,0.09583221135146461,0.0,0.0,0.9663194444444445,169.66597222222228,0.005695422787421361,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:48:20.000000,1.6666666666666667,27.166666666666664,126.44453125000003,7301.999999999998,7301.999999999998,3342.3,30.5,53.2,77.0,709.0,17.48,3305.1,3387.1,3387.3,-44.79999999999973,-0.013403943392274699,0.09583221135146461,0.0,0.0,1.073263888888889,169.66597222222228,0.0063257462579660185,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:48:25.000000,1.75,27.083333333333332,118.5742913000978,7253.999999999996,7253.999999999996,3342.3,30.6,53.3,85.25,709.0,17.36,3302.7,3384.7,3385.8999999999996,-42.399999999999636,-0.012685874996259951,0.09583221135146461,0.0,0.0,1.1916666666666669,169.66597222222228,0.007023604386069032,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:48:30.000000,1.8333333333333333,27.0,106.8844797178131,7238.000000000002,7238.000000000002,3342.3,30.7,53.3,94.5,708.0,17.57,3301.9,3383.9,3384.3,-41.59999999999991,-0.012446518864255126,0.09583221135146461,0.0,0.0,1.322916666666667,169.66597222222228,0.0077971831908283835,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:48:35.000000,1.9166666666666667,26.916666666666664,97.98058252427187,7086.000000000004,7086.000000000004,3342.3,30.7,53.3,103.0,710.0,17.51,3294.3,3376.3,3381.95,-34.0,-0.01017263561020854,0.09583221135146461,0.0,0.0,1.4659722222222225,169.66597222222228,0.008640343157920586,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:48:40.000000,2.0,26.833333333333332,89.8231254639941,7160.0,7160.0,3342.3,30.8,53.3,112.25,713.0,17.42,3298.0,3380.0,3379.0,-37.69999999999982,-0.011279657720731178,0.09583221135146461,0.0,0.0,1.6218750000000002,169.66597222222228,0.009559223801669127,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:48:45.000000,2.0833333333333335,26.75,82.7310061601643,296.66666666693624,296.66666666693624,3342.3,30.9,53.4,121.75,709.0,17.36,3296.0,3378.0,3377.15,-35.69999999999982,-0.010681267390718912,0.09583221135146461,0.0,-1.1999999999989097,1.7909722222222224,169.66597222222228,0.010555871626848503,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:48:50.000000,2.1666666666666665,26.666666666666664,77.10057471264369,130.59259259264545,130.59259259264545,3342.3,31.0,53.4,130.5,718.0,17.66,3292.6,3374.6,3375.45,-32.29999999999973,-0.00966400382969803,0.09583221135146461,0.0,-2.699999999998907,1.9722222222222223,169.66597222222228,0.011624147119135226,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:48:55.000000,2.25,26.583333333333332,71.65730837789664,65.1111111111374,71.65730837789664,3342.3,31.0,53.2,140.25,714.0,17.1,3291.6,3373.6,3374.1,-31.299999999999727,-0.009364808664691896,0.09583221135146461,0.0,-5.399999999997818,2.167013888888889,169.66597222222228,0.012772236297627278,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:49:00.000000,2.3333333333333335,26.5,67.02810239287705,41.69047619048697,67.02810239287705,3342.3,31.1,53.2,149.75,715.0,16.54,3290.2,3372.2,3372.8999999999996,-29.899999999999636,-0.008945935433683282,0.09583221135146461,0.0,-8.399999999997824,2.375,169.66597222222228,0.013998092657550166,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:49:05.000000,2.4166666666666665,26.416666666666664,63.24447949526816,36.291666666658394,63.24447949526816,3342.3,31.3,53.3,158.5,720.0,17.1,3288.4,3370.4,3371.3,-28.09999999999991,-0.008407384136672323,0.09583221135146461,0.0,-9.600000000002192,2.595138888888889,169.66597222222228,0.015295576684580401,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:49:10.000000,2.5,26.333333333333332,59.85239162929747,32.742857142857176,59.85239162929747,3342.3,31.4,53.3,167.25,720.0,17.1,3283.8,3365.8,3368.1000000000004,-23.5,-0.007031086377644137,0.09583221135146461,0.0,-10.499999999999995,2.827430555555556,169.66597222222228,0.016664688378717984,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:49:15.000000,2.5833333333333335,26.25,56.632318224740345,28.525000000000066,56.632318224740345,3342.3,31.6,53.4,176.5,719.0,17.1,3282.3,3364.3,3365.05,-22.0,-0.006582293630134937,0.09583221135146461,0.0,-11.999999999999979,3.072569444444445,169.66597222222228,0.018109520749511904,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:49:20.000000,2.6666666666666665,26.166666666666664,53.874044084570414,24.49275362318167,53.874044084570414,3342.3,31.7,53.5,185.25,720.0,17.1,3278.0,3360.0,3362.15,-17.699999999999818,-0.005295754420608508,0.09583221135146461,0.0,-13.800000000003795,3.3298611111111116,169.66597222222228,0.019625980787413174,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:49:25.000000,2.75,26.083333333333332,51.62737478411056,21.934640522874286,51.62737478411056,3342.3,31.9,53.5,193.0,730.0,16.76,3275.6,3357.6,3358.8,-15.299999999999727,-0.00457768602459376,0.09583221135146461,0.0,-15.300000000001065,3.5979166666666673,169.66597222222228,0.021205882473323806,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:49:30.000000,2.8333333333333335,26.0,49.304935976869075,20.248484848481503,49.304935976869075,3342.3,32.0,53.6,201.75,733.0,16.93,3274.1,3356.1,3356.85,-13.799999999999727,-0.004128893277084561,0.09583221135146461,0.0,-16.50000000000272,3.8781250000000007,169.66597222222228,0.022857411826341788,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:49:35.000000,2.9166666666666665,25.916666666666664,47.51126395534292,18.32777777777777,47.51126395534292,3342.3,32.1,53.4,209.0,736.0,16.65,3269.9,3351.9,3354.0,-9.599999999999909,-0.002872273584058854,0.09583221135146461,0.0,-18.000000000000014,4.168402777777779,169.66597222222228,0.02456828981782014,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:49:45.000000,3.0833333333333335,25.75,44.21256983240225,16.781250000005677,44.21256983240225,3342.3,32.6,53.6,223.75,746.0,16.51,3262.2,3344.2,3348.05,-1.8999999999996362,-0.0005684708135115448,0.09583221135146461,0.0,-19.199999999993494,4.789930555555556,169.66597222222228,0.028231533364167335,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:49:50.000000,3.1666666666666665,25.666666666666664,42.695315315315334,16.13131313131441,42.695315315315334,3342.3,32.8,53.6,231.25,752.0,16.22,3259.4,3341.4,3342.8,0.900000000000091,0.00026927564850554736,0.09583221135146461,0.0028098657508588525,-19.799999999998434,5.111111111111112,169.66597222222228,0.0301245502805758,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:49:55.000000,3.25,25.583333333333332,41.44470732562217,14.8779342722997,41.44470732562217,3342.3,33.0,53.5,237.75,751.0,16.14,3256.9,3338.9,3340.15,3.400000000000091,0.001017263561020881,0.09583221135146461,0.010615048392132653,-21.300000000001106,5.441319444444445,169.66597222222228,0.032070776321121146,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:50:00.000000,3.3333333333333335,25.5,40.2584442169908,13.75877192982392,40.2584442169908,3342.3,33.2,53.6,244.25,742.0,16.22,3253.7,3335.7,3337.3,6.600000000000364,0.00197468808904059,0.09583221135146461,0.020605682172963973,-22.80000000000105,5.780555555555556,169.66597222222228,0.03407021148580339,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:50:05.000000,3.4166666666666665,25.416666666666664,39.170658682634745,11.945736434106772,39.170658682634745,3342.3,33.5,53.6,250.5,762.0,15.91,3248.2,3330.2,3332.95,12.100000000000364,0.003620261496574324,0.09583221135146461,0.037777083983766335,-25.800000000003774,6.128472222222222,169.66597222222228,0.036120809269848016,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:50:10.000000,3.5,25.333333333333332,38.09662775616084,10.213333333332425,38.09662775616084,3342.3,33.8,53.7,257.0,767.0,15.24,3246.4,3328.4,3329.3,13.900000000000091,0.004158812793585283,0.09583221135146461,0.043396815485482625,-30.000000000002675,6.485416666666667,169.66597222222228,0.03822461617802953,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:50:15.000000,3.5833333333333335,25.25,37.14416983523448,9.619047619046803,37.14416983523448,3342.3,34.0,53.5,263.0,767.0,16.22,3243.0,3325.0,3326.7,17.300000000000182,0.005176076354606164,0.09583221135146461,0.05401186387761527,-31.50000000000267,6.850694444444445,169.66597222222228,0.040377539200798944,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:50:20.000000,3.6666666666666665,25.166666666666664,36.29996896337679,9.468553459119972,36.29996896337679,3342.3,34.3,53.6,268.5,770.0,15.58,3241.1,3323.1,3324.05,19.200000000000273,0.005744547168117844,0.09583221135146461,0.059943802684983644,-31.79999999999839,7.223611111111111,169.66597222222228,0.042575485328607256,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:50:30.000000,3.8333333333333335,25.0,34.61135890573893,9.226415094340092,34.61135890573893,3342.3,34.8,53.8,280.25,784.0,15.41,3233.4,3315.4,3319.25,26.90000000000009,0.008048349938665019,0.09583221135146461,0.0839837652201064,-31.79999999999839,8.002083333333333,169.66597222222228,0.047163749033026475,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:50:35.000000,3.9166666666666665,24.916666666666664,33.27808827744341,8.775757575757588,33.27808827744341,3342.3,35.1,53.7,290.75,784.0,15.26,3229.6,3311.6,3313.5,30.700000000000273,0.00918529156568838,0.09583221135146461,0.09584764283484314,-32.99999999999994,8.405902777777778,169.66597222222228,0.049543834085764904,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:50:40.000000,4.0,24.833333333333332,33.280818965517255,8.397660818713707,33.280818965517255,3342.3,35.4,53.8,290.0,785.0,15.41,3227.2,3309.2,3310.3999999999996,33.100000000000364,0.009903359961703127,0.09583221135146461,0.10334061817046628,-34.19999999999894,8.808680555555556,169.66597222222228,0.05191777962417985,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:50:45.000000,4.083333333333333,24.75,33.341558441558455,8.20869565217388,33.341558441558455,3342.3,35.8,53.9,288.75,793.0,15.14,3223.2,3305.2,3307.2,37.100000000000364,0.01110014062172766,0.09583221135146461,0.11582891039650434,-34.50000000000012,9.209722222222222,169.66597222222228,0.054281492638722305,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:50:50.000000,4.166666666666667,24.666666666666664,32.46907579599888,8.156521739131097,32.46907579599888,3342.3,36.1,53.9,295.75,794.0,15.12,3221.4,3303.4,3304.3,38.90000000000009,0.01163869191873862,0.09583221135146461,0.12144864189822063,-34.49999999999721,9.620486111111111,169.66597222222228,0.05670250778695065,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:50:55.000000,4.25,24.583333333333332,31.298134531590424,7.948275862069352,31.298134531590424,3342.3,36.4,54.0,306.0,790.0,15.0,3216.6,3298.6,3301.0,43.70000000000027,0.013074828710768115,0.09583221135146461,0.1364345925694669,-34.7999999999983,10.045486111111112,169.66597222222228,0.05920742963093331,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:51:00.000000,4.333333333333333,24.5,30.662185660781176,7.787234042553186,30.662185660781176,3342.3,36.7,54.1,311.5,818.0,15.1,3214.5,3296.5,3297.55,45.80000000000018,0.013703138557280968,0.09583221135146461,0.1429909459881366,-35.25000000000003,10.478125,169.66597222222228,0.06175737457995488,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:51:05.000000,4.416666666666667,24.416666666666664,30.62814844587354,7.4661134163207885,30.62814844587354,3342.3,37.1,54.1,311.0,799.0,15.0,3209.9,3291.9,3294.2,50.40000000000009,0.015079436316309154,0.09583221135146461,0.1573524820480801,-36.15000000000048,10.910069444444446,169.66597222222228,0.06430322651942745,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:51:10.000000,4.5,24.333333333333332,30.594135802469143,7.216802168021057,30.594135802469143,3342.3,37.5,54.2,310.5,806.0,14.86,3206.3,3288.3,3290.1000000000004,54.0,0.016156538910331208,0.09583221135146461,0.16859194505151412,-36.90000000000321,11.341319444444446,169.66597222222228,0.06684498544935104,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:51:15.000000,4.583333333333333,24.25,30.073743386243393,6.923280423280231,30.073743386243393,3342.3,37.8,54.3,315.0,797.0,14.68,3201.7,3283.7,3286.0,58.600000000000364,0.017532836669359533,0.09583221135146461,0.18295348111145907,-37.80000000000102,11.778819444444446,169.66597222222228,0.06942358146521554,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:51:20.000000,4.666666666666667,24.166666666666664,29.155028292181083,6.93333333333286,29.155028292181083,3342.3,38.2,54.3,324.0,811.0,14.7,3200.0,3282.0,3282.85,60.30000000000018,0.018041468449869903,0.09583221135146461,0.18826100530752465,-37.50000000000256,12.228819444444445,169.66597222222228,0.07207585165296189,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:51:25.000000,4.75,24.083333333333332,28.56330553449584,6.829333333332865,28.56330553449584,3342.3,38.6,54.4,329.75,809.0,15.05,3196.1,3278.1,3280.05,64.20000000000027,0.01920832959339385,0.09583221135146461,0.20043709022791206,-37.50000000000256,12.686805555555557,169.66597222222228,0.07477519145052164,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:51:30.000000,4.833333333333333,24.0,28.24373433583961,6.815999999999533,28.24373433583961,3342.3,39.0,54.4,332.5,799.0,15.17,3195.6,3277.6,3277.85,64.70000000000027,0.01935792717589692,0.09583221135146461,0.20199812675616685,-37.50000000000256,13.148611111111112,169.66597222222228,0.07749704280060084,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:51:35.000000,4.916666666666667,23.916666666666664,28.202936746987962,6.9300411522630725,28.202936746987962,3342.3,39.4,54.6,332.0,790.0,15.33,3192.6,3274.6,3276.1,67.70000000000027,0.02025551267091532,0.09583221135146461,0.21136434592569542,-36.45000000000157,13.609722222222222,169.66597222222228,0.08021480114113104,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:51:40.000000,5.0,23.833333333333332,28.35516324981019,6.639999999999547,28.35516324981019,3342.3,39.8,54.7,329.25,795.0,15.03,3189.0,3271.0,3272.8,71.30000000000018,0.021332615264937373,0.09583221135146461,0.2226038089291294,-37.50000000000256,14.067013888888889,169.66597222222228,0.08291004792914179,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:51:45.000000,5.083333333333333,23.75,27.558228472736253,6.59999999999955,27.558228472736253,3342.3,40.2,54.7,337.75,791.0,15.1,3187.5,3269.5,3270.25,72.80000000000018,0.021781408012446574,0.09583221135146461,0.22728691851389368,-37.50000000000256,14.536111111111111,169.66597222222228,0.0856748758794854,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:51:50.000000,5.166666666666667,23.666666666666664,27.053085519922266,6.485333333332886,27.053085519922266,3342.3,40.6,54.8,343.0,784.0,15.36,3183.2,3265.2,3267.35,77.10000000000036,0.023067947221973,0.09583221135146461,0.24071183265688517,-37.50000000000256,15.012500000000001,169.66597222222228,0.08848268043009341,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:51:55.000000,5.25,23.583333333333332,27.248649975454107,6.738888888888405,27.248649975454107,3342.3,41.0,54.8,339.5,784.0,14.98,3182.6,3264.6,3264.8999999999996,77.70000000000027,0.023247464320976654,0.09583221135146461,0.2425850764907906,-36.00000000000257,15.48402777777778,169.66597222222228,0.0912618339138585,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:52:00.000000,5.333333333333333,23.5,27.20550639134711,6.6361111111106394,27.20550639134711,3342.3,41.4,54.9,339.0,784.0,15.19,3178.9,3260.9,3262.75,81.40000000000009,0.024354486431499293,0.09583221135146461,0.25413674679987525,-36.00000000000257,15.954861111111112,169.66597222222228,0.09403689438807458,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:52:05.000000,5.416666666666667,23.416666666666664,26.765769044153338,6.586111111110638,26.765769044153338,3342.3,41.9,55.1,343.5,791.0,15.24,3177.1,3259.1,3260.0,83.20000000000027,0.024893037728510387,0.09583221135146461,0.259756478301593,-36.00000000000257,16.431944444444447,169.66597222222228,0.0968487919482316,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:52:10.000000,5.5,23.333333333333332,26.26062559694366,6.761494252873935,26.26062559694366,3342.3,42.3,55.0,349.0,791.0,15.17,3175.3,3257.3,3258.2,85.0,0.025431589025521346,0.09583221135146461,0.2653762098033092,-34.799999999998114,16.916666666666668,169.66597222222228,0.0997057126134275,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:52:15.000000,5.583333333333333,23.25,25.916548463356985,6.777777777778553,25.916548463356985,3342.3,42.7,55.2,352.5,786.0,15.33,3171.8,3253.8,3255.55,88.5,0.026478772103042815,0.09583221135146461,0.2763034655010926,-34.199999999996116,17.40625,169.66597222222228,0.10259128434546634,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:52:20.000000,5.666666666666667,23.166666666666664,25.906946420104326,6.760233918129417,25.906946420104326,3342.3,43.0,55.1,351.5,784.0,15.38,3171.2,3253.2,3253.5,89.10000000000036,0.026658289202046603,0.09583221135146461,0.27817670933499944,-34.199999999996116,17.894444444444446,169.66597222222228,0.10546867005840722,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:52:25.000000,5.75,23.083333333333332,26.046628407460553,6.637426900585549,26.046628407460553,3342.3,43.4,55.3,348.5,784.0,15.33,3167.0,3249.0,3251.1,93.30000000000018,0.02791490889507231,0.09583221135146461,0.29128941617233883,-34.199999999996116,18.378472222222225,169.66597222222228,0.10832149771405415,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:52:30.000000,5.833333333333333,23.0,25.851666666666674,6.6052631578954895,25.851666666666674,3342.3,43.8,55.4,350.0,796.0,15.14,3165.9,3247.9,3248.45,94.40000000000009,0.028244023576579028,0.09583221135146461,0.29472369653449904,-34.199999999996116,18.864583333333336,169.66597222222228,0.11118660439834804,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:52:35.000000,5.916666666666667,22.916666666666664,25.386288998357976,6.6876876876880225,25.386288998357976,3342.3,44.3,55.4,355.25,793.0,15.0,3162.7,3244.7,3246.3,97.60000000000036,0.029201448104598737,0.09583221135146461,0.30471433031533035,-33.299999999998306,19.357986111111114,169.66597222222228,0.11409468768290634,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:52:40.000000,6.0,22.833333333333332,25.00283959202597,6.567567567567896,25.00283959202597,3342.3,44.7,55.6,359.5,786.0,15.41,3158.7,3240.7,3242.8,101.60000000000036,0.03039822876462327,0.09583221135146461,0.31720262254136844,-33.299999999998306,19.85729166666667,169.66597222222228,0.11703756154863107,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:52:45.000000,6.083333333333333,22.75,24.832871332871346,6.756172839506074,24.832871332871346,3342.3,45.1,55.6,360.75,783.0,15.41,3158.9,3240.9,3240.8,101.40000000000009,0.03033838973162196,0.09583221135146461,0.31657820793006564,-32.40000000000049,20.358333333333334,169.66597222222228,0.11999066793822827,0.4805555555555555
catfish_3342g,0,catfish_main,2026-08-31 11:52:50.000000,6.166666666666667,22.666666666666664,24.940293296089397,6.811320754717305,24.940293296089397,3342.3,45.4,55.7,358.0,784.0,15.41,3156.6,3238.6,3239.6499999999996,103.70000000000027,0.031026538611136124,0.09583221135146461,0.3237589759600381,-31.799999999998477,20.855555555555558,169.66597222222228,0.12292126277530603,0.4805555555555555
